Key,koreana
ulmStationFurnace_2BlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmStationMechanic_1Blueprint,"정비공의 작업대 도면"
ulmStationMechanic_1BlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmStationMechanic_2Blueprint,"정비공의 작업대 (티어 2) 도면"
ulmStationMechanic_2BlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmStationResearch_2Blueprint,"연구소 (티어 2) 도면"
ulmStationResearch_2BlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmStationResearch_3Blueprint,"연구소 (티어 3) 도면"
ulmStationResearch_3BlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmStationTailor_1Blueprint,"재봉사의 작업대 도면"
ulmStationTailor_1BlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmTrapPoweredSpikesBlueprint,"스파이크 함정 도면"
ulmTrapPoweredSpikesBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmBlockLightVariantHelperBlueprint,"천장 조명 도면"
ulmBlockLightVariantHelperBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeAxeScrapIronBlueprint,"고철 도끼 도면"
ulmMeleeAxeScrapIronBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeGreataxeScrapIronBlueprint,"고철 대형도끼 도면"
ulmMeleeGreataxeScrapIronBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeBladeKatanaScrapIronBlueprint,"고철 카타나 도면"
ulmMeleeBladeKatanaScrapIronBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeBladeKnifeScrapIronBlueprint,"고철 단검 도면"
ulmMeleeBladeKnifeScrapIronBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmToolPickaxeScrapIronBlueprint,"고철 곡괭이 도면"
ulmToolPickaxeScrapIronBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeSledgeScrapIronBlueprint,"고철 슬레지 해머 도면"
ulmMeleeSledgeScrapIronBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmToolShovelScrapIronBlueprint,"고철 삽 도면"
ulmToolShovelScrapIronBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeClubIronBlueprint,"철 곤봉 도면"
ulmMeleeClubIronBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeBladeKnifeCombatIronBlueprint,"철 전투 단검 도면"
ulmMeleeBladeKnifeCombatIronBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeBladeKnifeKunaiBlueprint,"철 단검 도면"
ulmMeleeBladeKnifeKunaiBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeBladeMacheteIronBlueprint,"철 마체테 도면"
ulmMeleeBladeMacheteIronBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeBladeSwordIronBlueprint,"철 검 도면"
ulmMeleeBladeSwordIronBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeBladeKnifeCombatSteelBlueprint,"강철 전투 단검 도면"
ulmMeleeBladeKnifeCombatSteelBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeBladeMacheteSteelBlueprint,"강철 마체테 도면"
ulmMeleeBladeMacheteSteelBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeBladeKatanaBlueprint,"강철 카타나 도면"
ulmMeleeBladeKatanaBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeBladeZweihanderBlueprint,"철 대검 도면"
ulmMeleeBladeZweihanderBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeAxeTitaniumBlueprint,"티타늄 도끼 도면"
ulmMeleeAxeTitaniumBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeBladeKatanaTitaniumBlueprint,"티타늄 카타나 도면"
ulmMeleeBladeKatanaTitaniumBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeSpearTitaniumBlueprint,"티타늄 창 도면"
ulmMeleeSpearTitaniumBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeBladeMacheteTitaniumBlueprint,"티타늄 마체테 도면"
ulmMeleeBladeMacheteTitaniumBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeSledgeTitaniumBlueprint,"티타늄 슬레지 해머 도면"
ulmMeleeSledgeTitaniumBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeBladeSawBlueprint,"톱날 블레이드 도면"
ulmMeleeBladeSawBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeBladeRexBlueprint,"요나의 렉스 블레이드 도면"
ulmMeleeBladeRexBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeSledgeBrinxsFurySchematic,"브링스의 분노 도면"
ulmMeleeSledgeBrinxsFurySchematicDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmAmmo10mmRoundST,"10mm 탄약"
ulmAmmo10mmRoundSTDesc,"10mm [decea3]표준[-] 탄약이며, 일반적으로 [decea3]기관단총[-]에 사용됩니다."
ulmAmmo10mmRoundHP,"10mm 탄약 (HP)"
ulmAmmo10mmRoundHPDesc,"10mm [decea3]할로우-포인트[-] 탄약이며, 좋은 관통력과 명중률 덕에 기본 [decea3]기관단총[-] 탄약의 대체품입니다. 높은 살상력 때문에 대부분의 지역에서는 사용이 금지되었습니다."
ulmAmmo10mmRoundAP,"10mm 탄약 (AP)"
ulmAmmo10mmRoundAPDesc,"10mm [decea3]방어구 관통[-] 탄약이며, 표준 탄약보다 매우 높은 관통력으로 [decea3]기관단총[-]에서 자주 사용됩니다."
ulmAmmo38CalRoundST,"38 구경 탄약"
ulmAmmo38CalRoundSTDesc,"38구경 [decea3]표준[-] 탄약이며, 일반적으로 [decea3]경량형 권총[-]에 사용됩니다."
ulmAmmo38CalRoundHP,"38 구경 탄약 (HP)"
ulmAmmo38CalRoundHPDesc,"38구경 [decea3]할로우-포인트[-] 탄약이며, 좋은 관통력과 명중률 덕에 기본 [decea3]경량형 권총[-] 탄약의 대체품입니다. 높은 살상력 때문에 대부분의 지역에서는 사용이 금지되었습니다."
ulmAmmo38CalRoundAP,"38 구경 탄약 (AP)"
ulmAmmo38CalRoundAPDesc,"38구경 [decea3]방어구 관통[-] 탄약이며, 표준 탄약보다 매우 높은 관통력으로 [decea3]경량형 권총[-]에서 자주 사용됩니다."
ulmAmmo556mmRoundST,"5.56mm 탄약"
ulmAmmo556mmRoundSTDesc,"5.56mm [decea3]표준[-] 탄약이며, 일반적으로 [decea3]전투 소총[-]에 사용됩니다."
ulmAmmo556mmRoundHP,"5.56mm 탄약 (HP)"
ulmAmmo556mmRoundHPDesc,"5.56mm [decea3]할로우-포인트[-] 탄약이며, 좋은 관통력과 명중률 덕에 기본 [decea3]전투 소총[-] 탄약의 대체품입니다. 높은 살상력 때문에 대부분의 지역에서는 사용이 금지되었습니다."
ulmAmmo556mmRoundAP,"5.56mm 탄약 (AP)"
ulmAmmo556mmRoundAPDesc,"5.56mm [decea3]방어구 관통[-] 탄약이며, 표준 탄약보다 매우 높은 관통력으로 [decea3]전투 소총[-]에서 자주 사용됩니다."
ulmAmmo792mmRoundST,"7.92mm 탄약"
ulmAmmo792mmRoundSTDesc,"7.92mm [decea3]표준[-] 탄약이며, 일반적으로 [decea3]저격용 소총[-]에 사용됩니다."
ulmAmmo792mmRoundHP,"7.92mm 탄약 (HP)"
ulmAmmo792mmRoundHPDesc,"7.92mm [decea3]할로우-포인트[-] 탄약이며, 좋은 관통력과 명중률 덕에 기본 [decea3]저격용 소총[-] 탄약의 대체품입니다. 높은 살상력 때문에 대부분의 지역에서는 사용이 금지되었습니다."
ulmAmmo792mmRoundAP,"7.92mm 탄약 (AP)"
ulmAmmo792mmRoundAPDesc,"7.92mm [decea3]방어구 관통[-] 탄약이며, 표준 탄약보다 매우 높은 관통력으로 [decea3]저격용 소총[-]에서 자주 사용됩니다."
ulmAmmoFuelBiofuel,"바이오 연료통"
ulmAmmoFuelBiofuelDesc,"바이오 연료를 채울 수 있는 휴대용 연료통 입니다."
ulmAmmoFuelBarrelEmpty,"빈 연료 드럼통"
ulmAmmoFuelBarrelEmptyDesc,"휘발유를 최대 [decea3]60[-] 까지 채울 수 있는 휴대용 연료통 입니다."
ulmAmmoFuelCanEmpty,"빈 연료통"
ulmAmmoFuelCanEmptyDesc,"휘발유를 최대 [decea3]20[-] 까지 채울 수 있는 휴대용 연료통 입니다."
ulmAmmoFuelGasoline,"연료통"
ulmAmmoFuelGasolineDesc,"휘발유를 최대 [decea3]20[-] 까지 채울 수 있는 휴대용 연료통 입니다."
ulmAmmoFuelGasolineBarrel,"연료 드럼통"
ulmAmmoFuelGasolineBarrelDesc,"휘발유를 최대 [decea3]60[-] 까지 채울 수 있는 휴대용 연료통 입니다."
ulmAmmoFuelJetFuel,"항공 연료통"
ulmAmmoFuelJetFuelDesc,"항공 연료를 채울 수 있는 휴대용 연료통 입니다."
ulmArmorThanosGlovesAdmin,"개발용: 타노스의 장갑"
ulmArmorThanosGlovesAdminDesc,"장착하면 운반 무게를 상당히 늘려줍니다."
ulmDrinkPlasticBottleBeer,"맥주(페트병)"
ulmDrinkPlasticBottleBeerDesc,"[decea3]300%[-] 주먹 근접 데미지 증가\n[decea3]50%[-] 스태미너 증가\n기절 저항."
ulmDrinkPlasticBottleCoffee,"커피(페트병)"
ulmDrinkPlasticBottleCoffeeDesc,"커피는 스태미너를 유지하고 제한된 시간 동안 체온을 따뜻하게 해 줍니다."
ulmDrinkPlasticBottleEmpty,"빈 페트병"
ulmDrinkPlasticBottleEmptyDesc,"물을 옮겨 담는 데 사용됩니다.\n[decea3]강, 호수, 수영장의 물은 너무 독성이 강해 물을 담을 수 없습니다.[-]"
ulmDrinkPlasticBottleHoney,"꿀(페트병)"
ulmDrinkPlasticBottleHoneyDesc,"꿀이야말로 대자연의 기적 중 하나입니다. 꿀은 여러분에게 약간의 기운을 주고, 맛이 좋으며, 감염과 폐렴의 초기 단계들을 퇴치하는데 도움을 줄 수 있습니다.\n(즉시 치유되는 것은 아닙니다.)"
ulmDrinkPlasticBottleRiverWater,"탁한 물(페트병)"
ulmDrinkPlasticBottleRiverWaterDesc,"정화하기 전에 섭취하는 것은 권장하지 않습니다."
ulmDrinkPlasticBottleBoiledWater,"신선한 물(페트병)"
ulmDrinkPlasticBottleBoiledWaterDesc,"잠시 수분을 공급해 줍니다."
ulmGunKineticAssaultRifleAug1,"AUC-1"
ulmGunKineticAssaultRifleAug1Desc,"상대적으로 인지도는 낮지만, 이 근접 전투 소총은 수 년간 그 유용성을 입증했습니다. 디자인에서 연식이 드러나는 편입니다."
ulmGunKineticAssaultRifleFamas1,"FAR-1"
ulmGunKineticAssaultRifleFamas1Desc,"총열이 짧아 근접 전투에서는 유리하지만, 전통적인 돌격 소총보다는 작은 탄환을 사용합니다."
ulmGunKineticMicroSmg,"마이크로 SMG"
ulmGunKineticMicroSmgDesc,"작고 매우 컴팩트한 마이크로 SMG의 크기는 권총이나 다름없지만, 적에게는 빠른 속도로 총알을 난사할 수 있습니다."
ulmGunKineticMinigun,"미니건"
ulmGunKineticMinigunDesc,"방아쇠를 오래 당기게 되는 걸 조심하세요. 많은 탄약을 소비하는 것에 빠져버릴지도 모릅니다."
ulmGunKineticPistolColt,"코브라"
ulmGunKineticPistolColtDesc,"클래식하고 신뢰성 있는 반자동 대구경 권총입니다."
ulmGunKineticPistolDesertEagle,"데저트 맨티스"
ulmGunKineticPistolDesertEagleDesc,"가장 큰 구경의 반자동 권총을 찾는다면 이것이야말로 당신이 찾던 총입니다."
ulmGunKineticPistolMakarov,"몽그럴"
ulmGunKineticPistolMakarovDesc,"컴팩트하고 가벼운 소구경 권총입니다. 호신용으로 좋은 초반 무기입니다."
ulmGunKineticPistolScrap1,"고물 권총"
ulmGunKineticPistolScrap1Desc,"아무렇게나 생긴 고물들을 조립해서 만들었는데, 사용할 때 폭발하지 않는 게 신기합니다."
ulmGunKineticPistolScrap1Blueprint,"고물 권총 도면"
ulmGunKineticPistolScrap1BlueprintDesc,"[decea3]고물 권총[-]을 만드는 방법에 대한 설명서입니다."
ulmGunKineticPistolScrap2,"고철 권총"
ulmGunKineticPistolScrap2Desc,"여러 개의 고철 조각으로 만들어졌지만 보기보다 튼튼합니다."
ulmGunKineticPistolScrap2Blueprint,"고철 권총 도면"
ulmGunKineticPistolScrap2BlueprintDesc,"[decea3]고철 권총[-]을 만드는 방법에 대한 설명서입니다."
ulmGunKineticR90,"R90"
ulmGunKineticR90Desc,"독특하고 널찍한 탄창을 가진 작고 매우 컴팩트한 기관단총입니다."
ulmGunKineticRevolverBugert9mm,"배져-9"
ulmGunKineticRevolverBugert9mmDesc,"9mm 구경의 매우 컴팩트한 리볼버입니다. 몰래 휴대하기에 매우 좋습니다."
ulmGunKineticRevolverBugert38Cal,"배져-44"
ulmGunKineticRevolverBugert38CalDesc,"44구경의 매우 컴팩트한 리볼버입니다. 몰래 휴대하기에 매우 좋습니다."
ulmGunKineticShotgunPumpBM4,"빈디케이터"
ulmGunKineticShotgunPumpBM4Desc,"내구력이 좋은 군용 고급 합금 샷건입니다."
ulmGunKineticSniperRifleM1A,"레인져 소총"
ulmGunKineticSniperRifleM1ADesc,"이미 수십 년 전에 단종된 구식이지만, 사용하기에 편리하고 신뢰성이 높아 오랫동안 사용된 소총입니다."
ulmGunKineticUMP,"UMP"
ulmGunKineticUMPDesc,"작고, 저렴하면서 컴팩트한 범용 기관단총입니다."
ulmGunPlasmaPistol,"플라스마 권총"
ulmGunPlasmaPistolDesc," "
ulmGunPlasmaSubMachineGun,"플라스마 SMG"
ulmGunPlasmaSubMachineGunDesc,"손 끝의 탁월한 제동력을 느끼십시오!"
ulmGunPulseLaserPistolBlack,"펄스 레이져 권총"
ulmGunPulseLaserPistolBlackDesc," "
ulmMeleeAxeScrapIron,"고철 도끼"
ulmMeleeAxeScrapIronDesc,"나무에 [decea3]+200%[-] 추가 데미지를 줍니다. 날카로운 고철 조각을 도끼 모양으로 뭉쳤습니다. 벌목에 적합합니다."
ulmMeleeAxeTitanium,"티타늄 도끼"
ulmMeleeAxeTitaniumDesc,"나무에 [decea3]+400%[-] 추가 데미지를 줍니다."
ulmMeleeGreataxeScrapIron,"고철 대형도끼"
ulmMeleeGreataxeScrapIronDesc,"나무에 [decea3]+200%[-] 추가 데미지를 줍니다. 긴 손잡이를 가진 양날 전투도끼입니다. 벌목에 사용하거나 적을 참수하는데 사용됩니다."
ulmMeleeBladeInferno,"인페르노 블레이드 "
ulmMeleeBladeInfernoDesc,"파워 셀의 소형화와 휴대성의 발전으로 이 가열성 블레이드를 사용할 수 있게 되었습니다. 내장된 동력원이 날의 온도를 유지하게 해주며 25년 주기로 교체해 주기만 하면 됩니다."
ulmMeleeBladeKatana,"강철 카타나"
ulmMeleeBladeKatanaDesc,"특별한 곡률을 가지고 양손으로 사용하기 좋게 긴 자루와 코등이를 가지고 있는 외날검입니다."
ulmMeleeBladeKatanaScrapIron,"고철 카타나"
ulmMeleeBladeKatanaScrapIronDesc,"금속 조각들이 뒤죽박죽으로 섞여있는 고철 덩어리 같긴 한데 그래도 카타나와 비슷하게 생겼습니다."
ulmMeleeBladeKatanaTitanium,"티타늄 카타나"
ulmMeleeBladeKatanaTitaniumDesc,"특별한 곡률을 가지고 양손으로 사용하기 좋게 긴 자루와 코등이를 가지고 있는 외날검입니다."
ulmMeleeBladeKatanaThermal,"열선 카타나"
ulmMeleeBladeKatanaThermalDesc,"고열로 가열한 검날을 가지며 사용의 불편감을 줄이기 위한 짧은 코등이, 양손으로 사용하기 좋은 긴 자루로 구성된 특수한 외날검입니다."
ulmMeleeBladeKnifeCleaverIron,"식칼"
ulmMeleeBladeKnifeCleaverIronDesc,"두꺼운 살점과 부드러운 큰 뼈를 분리할 때 사용되었던 도구입니다."
ulmMeleeBladeKnifeCleaverRusty,"녹슨 식칼"
ulmMeleeBladeKnifeCleaverRustyDesc,"상태가 좋을 때도 있었지만 지금은 날에 녹이 슬어 부식되었습니다."
ulmMeleeBladeKnifeCombatIron,"철 전투 단검"
