Key,german
meleeToolAxeT2SteelAxeDesc,"[decea3]+300%[-] mehr Schaden gegen Bäume."
meleeToolAxeT3Chainsaw,"Kettensäge"
meleeToolAxeT3ChainsawDesc,"[decea3]+300%[-] mehr Schaden gegen Bäume."
meleeToolAxeT3ChainsawSchematic,"Kettensäge"
meleeToolFlashlight02,"Taschenlampe"
meleeToolFlashlight02Desc,"Kann als Lichtquelle verwendet werden."
meleeToolHuntingKnife,"Jagdmesser"
meleeToolHuntingKnifeDesc,"Nützliches Werkzeug zum Schneiden von Holz zur Gewinnung von [decea3]Harz[-], Kakteen zur Gewinnung von [decea3]Yucca-Frucht[-]. Auch nützlich zum Ausnehmen von Tieren."
meleeToolIronSetSchematic,"Eisenwerkzeuge"
meleeToolMachete,"Eisenmachete"
meleeToolMacheteDesc,"Großartiges Werkzeug zum Schneiden von Holz, um [decea3]Harz[-] zu gewinnen, Kaktus, um [decea3]Yucca-Frucht[-] zu gewinnen. Auch nützlich, um Tiere auszuweiden oder Zombie-Glieder abzuhacken."
meleeToolPickT1IronPickaxe,"Eisenspitzhacke"
meleeToolPickT1IronPickaxeDesc,"[decea3]+100%[-] mehr Schaden an Erz und Asphalt. Gut geeignet zum Brechen von Stein und zum Sammeln von Mineralien."
meleeToolPickT2SteelPickaxe,"Stahlspitzhacke"
meleeToolPickT2SteelPickaxeDesc,"[decea3]+100%[-] mehr Schaden an Erzen und Asphalt. Hervorragend geeignet zum Brechen von Steinen und Sammeln von Mineralien."
meleeToolPickT3Auger,"Erdbohrer"
meleeToolPickT3AugerDesc,"[decea3]+120%[-] mehr Schaden an Erde und Asphalt."
meleeToolPickT3AugerSchematic,"Erdbohrer"
meleeToolRepairT1ClawHammer,"Klauenhammer"
meleeToolRepairT1ClawHammerDesc,"Großartiges Werkzeug zum Reparieren und Aufrüsten von Blöcken. Kann auch als Waffe verwendet werden."
meleeToolRepairT3Nailgun,"Nagelpistole"
meleeToolRepairT3NailgunDesc,"Bestes Werkzeug zum Reparieren und Aufrüsten von Blöcken. Kann auch als Waffe verwendet werden"
meleeToolRepairT3NailgunSchematic,"Nagelpistole"
meleeToolRepairT0StoneAxe,"Steinaxt"
meleeToolRepairT0StoneAxeDesc,"[decea3]+200%[-] mehr Schaden gegen Bäume. Nicht die beste Waffe, aber nützlich für das Schneiden von Holz."
meleeToolRepairT0TazasStoneAxe,"Tazas Steinaxt"
meleeToolRepairT0TazasStoneAxeDesc,"[decea3]+200%[-] mehr Schaden gegen Bäume. Das Apachen-Artefakt, von dem man annimmt, dass es denjenigen, der es trägt, im Kampf unbesiegbar macht."
meleeToolSalvageT1Wrench,"Schraubenschlüssel"
meleeToolSalvageT1WrenchDesc,"Werkzeug zum Zerlegen von mechanischen Geräten wie Autos, Klimaanlagen und mehr. Kann Autos reparieren"
meleeToolSalvageT1WrenchSchematic,"Schraubenschlüssel"
meleeToolSalvageT2Ratchet,"Knarre"
meleeToolSalvageT2RatchetDesc,"Werkzeug für die Demontage mechanischer Geräte wie Autos, Klimaanlagen und mehr. Kann Autos reparieren"
meleeToolSalvageT2RatchetSchematic,"Knarre"
meleeToolSalvageT3ImpactDriver,"Schlagschrauber"
meleeToolSalvageT3ImpactDriverDesc,"Werkzeug für die Demontage mechanischer Geräte wie Autos, Klimaanlagen und mehr. Kann Autos reparieren"
meleeToolSalvageT3ImpactDriverSchematic,"Schlagschrauber"
meleeToolShovelIron,"Eisenschaufel"
meleeToolShovelIronDesc,"Großartiges Werkzeug zum Graben in Erde, Sand oder Schnee."
meleeToolShovelSteel,"Stahlschaufel"
meleeToolShovelSteelDesc,"Hervorragendes Werkzeug zum Graben in Erde, Sand oder Schnee."
meleeToolShovelT0StoneShovel,"Steinschaufel"
meleeToolShovelT0StoneShovelDesc,"Primitives Grabe-Werkzeug, nützlich zum Aufsammeln von Erde, Sand oder Schnee, wenn kein besseres Werkzeug zur Verfügung steht."
meleeToolShovelT1IronShovel,"Eisenschaufel"
meleeToolShovelT1IronShovelDesc,"Gut zum Graben in Erde, Sand oder Schnee"
meleeToolShovelT2SteelShovel,"Stahlschaufel"
meleeToolShovelT2SteelShovelDesc,"Gut zum Graben von Erde, Sand oder Schnee"
meleeToolSteelSetSchematic,"Stahlwerkzeuge"
meleeToolTorch,"Fackel"
meleeToolTorchDesc,"Kann als Lichtquelle verwendet werden. Kann Feinde entzünden"
meleeWpnBatonT2StunBaton,"Schockstab"
meleeWpnBatonT2StunBatonDesc,"Kombination aus primitiver roher Gewalt und Technologie"
meleeWpnBatonT2StunBatonSchematic,"Schockstab"
meleeWpnBladeT0BoneKnife,"Knochenmesser"
meleeWpnBladeT0BoneKnifeDesc,"Nützlich zum Ausweiden von Tieren. Angriffe können Blutungen verursachen"
meleeWpnBladeT1HuntingKnife,"Jagdmesser"
meleeWpnBladeT1HuntingKnifeDesc,"Nützlich zum Ausnehmen von Tieren. Angriffe können Blutungen verursachen"
meleeWpnBladeT1HuntingKnifeSchematic,"Jagdmesser"
meleeWpnBladeT1CandyKnife,"Zuckerstangenmesser"
meleeWpnBladeT1CandyKnifeDesc,"Steche in festlicher Stimmung auf deine Feinde ein!"
meleeWpnBladeT3Machete,"Machete"
meleeWpnBladeT3MacheteDesc,"Nützlich zum Ausweiden von Tieren. Angriffe können Blutungen verursachen"
meleeWpnClubT0WoodenClub,"Holzknüppel"
meleeWpnClubT0WoodenClubDesc,"Primitive, stumpfe Waffe, gut zum Brechen von Knien und Schädeln"
meleeWpnClubT1BaseballBat,"Baseballschläger"
meleeWpnClubT1BaseballBatDesc,"Durchschnittliche stumpfe Waffe zum Brechen von Knien und Schädeln"
meleeWpnClubT1BaseballBatSchematic,"Baseballschläger"
meleeWpnClubT1CandyClub,"Zuckerstangenknüppel"
meleeWpnClubT1CandyClubDesc,"Schlage deine Feinde in einer festlichen Stimmung nieder!"
meleeWpnClubT3SteelClub,"Stahlknüppel"
meleeWpnClubT3SteelClubDesc,"Harte und haltbare Knüppel zum Brechen von Knien und Schädeln"
meleeWpnKnucklesT0LeatherKnuckles,"Lederbandagen"
meleeWpnKnucklesT0LeatherKnucklesDesc,"Schützt deine Hände und macht deine Schläge wirkungsvoller"
meleeWpnKnucklesT1IronKnuckles,"Eisenschlagring"
meleeWpnKnucklesT1IronKnucklesDesc,"Schützt Ihre Hände und macht Ihre Schläge effektiver"
meleeWpnKnucklesT1IronKnucklesSchematic,"Eisenschlagring"
meleeWpnKnucklesT3SteelKnuckles,"Stahlschlagring"
meleeWpnKnucklesT3SteelKnucklesDesc,"Schützt deine Hände und macht Schläge wirkungsvoller. Auch nützlich zum Ausnehmen von Tieren"
meleeWpnKnucklesT3SteelKnucklesSchematic,"Stahlschlagring"
meleeWpnBatonT0PipeBaton,"Selbstgebauter Schlagstock"
meleeWpnBatonT0PipeBatonDesc,"Aus Schrottteilen und Rohren hergestellter Schlagstock. Geringes Gewicht, aber trotzdem eine ordentliche Schlagkraft."
meleeWpnSledgeT0StoneSledgehammer,"Steinvorschlaghammer"
meleeWpnSledgeT0StoneSledgehammerDesc,"Eine der besten Waffen zum Zertrümmern von Schädeln."
meleeWpnSledgeT1IronSledgehammer,"Eisenvorschlaghammer"
meleeWpnSledgeT1IronSledgehammerDesc,"Eine der besten Waffen zum Zertrümmern von Schädeln"
meleeWpnSledgeT1IronSledgehammerSchematic,"Eisenvorschlaghammer"
meleeWpnSledgeT3SteelSledgehammer,"Stahlvorschlaghammer"
meleeWpnSledgeT3SteelSledgehammerDesc,"Eine der besten Waffen zum Brechen von Schädeln"
meleeWpnSledgeT3SteelSledgehammerSchematic,"Stahlvorschlaghammer"
meleeWpnSpearT0StoneSpear,"Steinspeer"
meleeWpnSpearT0StoneSpearDesc,"Kann als Nahkampfwaffe verwendet oder als Fernkampfwaffe geworfen werden."
meleeWpnSpearT1IronSpear,"Eisenspeer"
meleeWpnSpearT1IronSpearDesc,"Kann als Nahkampfwaffe verwendet oder als Fernkampfwaffe geworfen werden"
meleeWpnSpearT1IronSpearSchematic,"Eisenspeer"
meleeWpnSpearT3SteelSpear,"Stahlspeer"
meleeWpnSpearT3SteelSpearDesc,"Kann als Nahkampfwaffe oder als Fernkampfwaffe eingesetzt werden"
modArmorAdvancedMuffledConnectorsSchematic,"Fortgeschrittene gedämpfte Verbindungs"
modArmorBandolierSchematic,"Patronengurt"
modArmorCoolingMeshSchematic,"Kühlmaschen"
modArmorCustomizedFittingsSchematic,"Angepasstes Material"
modArmorDoubleStoragePocket,"Rüstungs-Doppeltaschen"
modArmorDoubleStoragePocketDesc,"[decea3]Rüstungs-Mod[-]\nErweitert die Kapazität deines Inventars, wenn es in Helm, Brust, Handschuhen, Hosen oder Stiefeln installiert ist."
modArmorDoubleStoragePocketSchematic,"Rüstungs-Doppeltaschen"
modArmorHelmetLightSchematic,"Helmlicht"
modArmorImpactBracingSchematic,"Aufprallschutz"
modArmorImprovedFittingsSchematic,"Verbessertes Material"
modArmorInsulatedLinerSchematic,"Isolierungs"
modArmorMuffledConnectorsSchematic,"Dämpfungs"
modArmorPlatingBasicSchematic,"Panzerplatten"
modArmorPlatingReinforcedSchematic,"Verstärkte Panzerplatten"
modArmorStoragePocket,"Rüstungs-Taschen"
modArmorStoragePocketDesc,"[decea3]Rüstungs-Mod[-]\nErweitert die Kapazität deines Inventars, wenn es in Helm, Brust, Handschuhen, Hosen oder Stiefeln installiert ist."
modArmorStoragePocketSchematic,"Rüstungs-Taschen"
modArmorTripleStoragePocket,"Rüstungs-Dreifachtaschen"
modArmorTripleStoragePocketDesc,"[decea3]Rüstungs-Mod[-]\nErweitert die Kapazität deines Inventars, wenn es in Helm, Brust, Handschuhen, Hosen oder Stiefeln installiert ist."
modArmorTripleStoragePocketSchematic,"Rüstungs-Dreifachtaschen"
modArmorWaterPurifierSchematic,"Wasserreiniger"
modClothingStoragePocket,"Kleidungs-Taschen"
modClothingStoragePocketDesc,"[decea3]Bekleidungsmod[-]\nErweitert die Kapazität deines Inventars, wenn es in Hosen, Hemden oder Mänteln installiert ist."
modClothingCargoStoragePocket,"Kleidungs-Doppeltaschen"
modClothingCargoStoragePocketDesc,"[decea3]Bekleidungsmod[-]\nErweitert die Kapazität deines Inventars, wenn es in Hosen, Hemden oder Mänteln installiert ist."
modFuelTankLargeSchematic,"Großer Motorwerkzeug-Tank"
modFuelTankSmallSchematic,"Kleiner Motorwerkzeug-Tank"
modGunBarrelExtenderSchematic,"Laufverlängerung"
modGunBipodSchematic,"Gewehrzweibein"
modGunBowArrowRestSchematic,"Pfeilauflage"
modGunBowPolymerStringSchematic,"Kunststoffsehne"
modGunChokeSchematic,"Schrotflintendrossel"
modGunCrippleEmSchematic,"Lähmungsmunition"
modGunDuckbillSchematic,"Schrotflinten-Entenschnabel"
modGunFlashlightSchematic,"Waffen-Taschenlampe"
modGunForegripSchematic,"Handgriff"
modGunLaserSightSchematic,"Laser-Zielhilfe"
modGunMagazineExtenderSchematic,"Magazinvergrößerung"
modGunMeleeBlessedMetalSchematic,"Gesegnetes Metall"
modGunMeleeRadRemoverSchematic,"Strahlungsentferner"
modGunMeleeTheHunterSchematic,"Jäger-Modifikation"
modGunMuzzleBrakeSchematic,"Mündungsbremse"
modGunReflexSightSchematic,"Reflexvisier"
modGunRetractingStockSchematic,"Einziehbarer Schaft"
modGunScopeSmallSchematic,"Zielfernrohr 2x"
modGunScopeMediumSchematic,"Zielfernrohr 4x"
modGunScopeLargeSchematic,"Zielfernrohr 8x"
modGunSoundSuppressorSilencerSchematic,"Schalldämpfer"
modGunTriggerGroupBurst3Schematic,"Feuerstoß-Auslöser"
modGunTriggerGroupAutomaticSchematic,"Vollautomatik-Auslöser"
modGunTriggerGroupSemiSchematic,"Halbautomatik-Auslöser"
modMeleeBunkerBusterSchematic,"Bunkerknacker"
modMeleeClubBurningShaftSchematic,"Brennender Schaft"
modMeleeClubBarbedWireSchematic,"Stacheldraht"
modMeleeClubMetalSpikesSchematic,"Metallstacheln"
modMeleeErgonomicGripSchematic,"Ergonomischer Griff"
modMeleeFortifyingGripSchematic,"Verstärkungsgriff"
modMeleeGraveDiggerSchematic,"Totengräber"
modMeleeIronBreakerSchematic,"Eisenbrecher"
modMeleeSerratedBladeSchematic,"Gezackte Klinge"
modMeleeStructuralBraceSchematic,"Strukturelle Klammer"
modMeleeTemperedBladeSchematic,"Gehärtete Klinge"
modMeleeWeightedHeadSchematic,"Beschwerter Kopf"
modMeleeWoodSplitterSchematic,"Holzspalter"
modRoboticDroneArmorPlatingModSchematic,"Drohnen-Panzerung"
modRoboticDroneCargoModSchematic,"Drohnen-Lagererweiterung"
modRoboticDroneHeadlampModSchematic,"Drohnen-Scheinwerfer"
modRoboticDroneMedicModSchematic,"Drohnen-Erste-Hilfe-Set"
modRoboticDroneMoraleBoosterModSchematic,"Drohnen-Moralverstärker"
modShotgunSawedOffBarrelSchematic,"Modifikation 'Abgesägte Schrotflinte"
modVehicleExpandedSeatSchematic,"Fahrzeug-Sitzplatzerweiterung"
modVehicleFuelSaverSchematic,"Fahrzeug-Brennstoffsparer"
modVehicleOffRoadHeadlightsSchematic,"Fahrzeug-Geländescheinwerfer"
modVehicleReserveFuelTank,"Fahrzeug-Reserve-Treibstofftank"
modVehicleReserveFuelTankDesc,"Erhöht den Treibstoffvorrat Ihres Fahrzeugs."
modVehicleReserveFuelTankSchematic,"Fahrzeug-Reserve-Treibstofftank"
modVehicleSuperChargerSchematic,"Fahrzeug-Super-Ladegerät"
motionsensorSchematic,"Bewegungssensor"
oldCash,"Altes Geld"
oldCashDesc,"Dies war früher ein gesetzliches Zahlungsmittel. Ein großartiger Ersatz für Toilettenpapier. Einige Händler könnten daran interessiert sein, es zu kaufen."
questReward4x4PartsBundle,"Autoteile-Paket"
poweredDoorsSchematic,"Elektrische Türen und Brücken"
pressureplateSchematic,"Einfache Sensoren"
resourceBrassObjectGroupDesc,"Kann im Rucksack oder an der Werkbank zu [decea3]Messingschrott[-] zerlegt werden."
resourceBrokenGlass,"Zerbrochenes Glas"
resourceBrokenGlassDesc,"Zerbrochenes Glas kann in der Schmiede zu Glas geschmolzen werden, oder man kann es verwenden, um dem Ganzen ein Ende zu setzen, wenn die Apokalypse einfach zu viel für einen ist."
resourceBulletCasing,"Patronenhülse"
resourceBulletCasingDesc,"Messinggehäuse für Projektilwaffen. Hält alle Teile der Munition zusammen."
resourceBulletTip,"Patronenspitze"
resourceBulletTipDesc,"Eine Geschossspitze für projektilbasierte Feuerwaffen. Auch bekannt als das Geschoss der Patrone, das aus geschmolzenem Blei gegossen wird."
resourceClayLump,"Lehm"
resourceClayLumpDesc,"Wichtiger Rohstoff zum Schmieden. Wird in kleinen Mengen zusammen mit Erde aus der Erde gegraben. Kann auch durch Mischen von Erde mit Wasser hergestellt werden."
resourceCobblestones,"Pflasterstein"
resourceCobblestonesDesc,"Mit Pflastersteinen lassen sich erstaunlich stabile Steinbauten errichten."
resourceCrushedSand,"Sand"
resourceCrushedSandDesc,"Hauptrohstoff, der durch weitere Zerkleinerung von Steinmehl oder zur Herstellung von Glas verwendet werden kann."
resourceFeather,"Feder"
resourceFeatherDesc,"Federn findet man hauptsächlich in Vogelnestern und bei Hühnern. Sie können zur Herstellung von Pfeilen und Armbrustbolzen verwendet werden."
resourceFemur,"Großer Knochen"
resourceFemurDesc,"Du kannst [decea3]Knochenpulver[-] erhalten, indem du ihn in Stücke zerhackst. [decea3]Knochenpulver[-] wird zur Herstellung von [decea3]Leim[-] verwendet."
resourceFishingWeight,"Angelgewichte"
resourceFishingWeightDesc,"Bleigegenstände können zu Bleischrott in deinem Rucksack verschrottet oder in einer Schmiede als Kernressource verhüttet werden."
resourceForgedIron,"Eisenplatten"
resourceForgedIronDesc,"Wird durch Verformung von Eisenbarren zu flachen, geschmiedeten Eisenstücken hergestellt. Wird zum Herstellen, Reparieren und Verbessern einer Vielzahl von Gegenständen verwendet."
resourceForgedSteel,"Stahlplatten"
resourceForgedSteelDesc,"Wird durch das Formen von Stahlbarren zu flachen Schmiedestücken aus Stahl hergestellt. Kann für die Herstellung einiger der stärksten Gegenstände im Spiel verwendet werden."
resourceGoldNugget,"Goldnugget"
resourceGoldNuggetDesc,"Ein glänzender, dicht gepackter Nugget, der in einen Barren eingeschmolzen werden kann, um den Wert zu erhöhen."
resourceGunPowder,"Schießpulver"
resourceGunPowderDesc,"Schießpulver aus Kohle, Nitrat und Schwefel kann zur Herstellung eigener Munition und Sprengstoffe verwendet werden."
resourceLockPick,"Dietrich"
resourceLockPickDesc,"Wenn ihr Dietriche in eurem Inventar habt, könnt ihr Schlösser knacken, indem ihr 'E' gedrückt haltet und die Aktion 'Schloss knacken' auswählt.\nSie müssen nicht am Werkzeuggürtel getragen werden."
resourceMetalPipe,"Eisenrohr"
resourceMetalPipeDesc,"Ein recht gewöhnliches kurzes Eisenrohr. Kann für eine Vielzahl von Rezepten verwendet werden."
resourceMilitaryFiberSchematic,"Militär-Faser"
resourceOilSchematic,"Öl"
resourceRadiator,"Messing-Heizkörper"
resourceRadiatorDesc," "
resourceRawDiamond,"Rohdiamant"
resourceRawDiamondDesc,"Hätte ich das nur gefunden, bevor die Apokalypse begann, ich frage mich, ob es ein Blutdiamant ist."
resourceRocketCasing,"Raketengehäuse"
resourceRocketCasingDesc,"Eine Raketenhülse wird für die Herstellung von Munition für den Raketenwerfer verwendet."
resourceRocketTip,"Raketenzünder"
resourceRocketTipDesc,"Eine Raketenzündschnur wird zur Herstellung von Munition für den Raketenwerfer verwendet."
resourceScrapBrass,"Messingschrott"
resourceScrapBrassDesc,"Ein wichtiger Rohstoff zum Schmieden, aus dem unter anderem Munitionshülsen hergestellt werden können."
resourceScrapIron,"Eisenschrott"
resourceScrapIronDesc,"Eine wichtige Ressource zum Herstellen, Schmieden, Reparieren und Aufrüsten. Neben Holz gibt es nichts Nützlicheres."
resourceScrapLead,"Bleischrott"
resourceScrapLeadDesc,"Eine wichtige Ressource für das Schmieden. Kann zur Herstellung von Geschossspitzen und mehr verwendet werden."
resourceScrapPolymers,"Plastikschrott"
resourceScrapPolymersDesc,"Wahllos zusammengewürfelte Kunststoffreste, die du vorsichtig zu neuen Formen formen kannst."
resourceSilverNugget,"Silbernugget"
resourceSilverNuggetDesc,"Vielleicht sollte ich das behalten, denn Werwölfe in der Apokalypse sind durchaus möglich, oder?"
resourceTrophy1,"Messing-Trophäe"
resourceTrophy1Desc,"Wäre nützlicher, wenn sie verschrottet oder in der [decea3]Schmiede[-] verhüttet würde."
resourceTrophy2,"Blei-Trophäe"
resourceTrophy2Desc,"Bleigegenstände können in deinem Rucksack zu Bleischrott verschrottet oder in einer [decea3]Schmiede[-] als Kernressource verhüttet werden."
resourceWood,"Alte Holzbretter"
resourceWoodDesc,"Einige alte Bretter, die keinen großen Nutzen mehr haben"
shotgunTurretSchematic,"Schrotflinten-Geschützurm"
smallEngine,"Kompakter Motor"
smallEngineDesc,"Kleiner Motor für kleine Fahrzeuge oder Werkzeuge"
speakerSchematic,"Elektrischer Lautsprecher"
spotlightPlayerSchematic,"Elektrischer Scheinwerfer"
switchSchematic,"Elektrischer Schalter"
toolBeaker,"Messbecher"
toolBeakerDesc,"Erforderliches Werkzeug für den Bau einer Chemiestation."
toolBellows,"Blasebalg"
toolBellowsDesc,"Ermöglicht eine bessere Steuerung des Luftstroms in der Schmiede und erhöht die Herstellungsgeschwindigkeit um [decea3]25%[-]"
toolBellowsSchematic,"Blasebalg"
toolBellowsSchematicDesc,"Ermöglicht das Erlernen neuer Rezepte. Wenn es bereits bekannt ist, erhälst du stattdessen Erfahrungspunkte."
resourceYuccaFibers,"Pflanzenfasern"
resourceYuccaFibersDesc,"Pflanzenfasern erhält man durch das Zerstören von Gras und kleinen Pflanzen. Sie können zum Herstellen vieler Dinge und zum Anpflanzen von Gras mit der sekundären Aktion verwendet werden."
thrownDynamite,"Dynamit"
thrownDynamiteDesc,"Kann mit der Sekundäraktion angezündet und mit der Primäraktion geworfen werden. Der Wurfteil ist sehr wichtig."
thrownDynamiteSchematic,"Dynamit"
thrownAmmoPipeBomb,"Rohrbombe"
thrownAmmoPipeBombSchematic,"Rohrbombe"
thrownGrenade,"Granate"
thrownGrenadeSchematic,"Granate"
thrownGrenadeContact,"Kontakt-Granate"
thrownGrenadeContactSchematic,"Kontaktgranate"
thrownTimedCharge,"Zeitgesteuerte Ladung"
toolAnvil,"Amboss"
toolAnvilDesc,"Erforderlich für die Herstellung der [decea3]Schmiede (Stufe 2)[-], mit der fortschrittlichere Metalle geformt werden können."
toolAnvilSchematic,"Amboss"
toolForgeCrucible,"Schmelztiegel"
toolForgeCrucibleDesc,"Erforderlich für die Herstellung von [decea3]Schmelzofen (Stufe 2)[-], der die Verarbeitung von Silber, Gold, Stahl und Titan ermöglicht."
toolForgeCrucibleSchematic,"Schmelztiegel"
vehicle4x4TruckAccessoriesSchematic,"4x4 Zubehör"
vehicle4x4TruckChassisSchematic,"4x4-Rahmen"
vehicle4x4TruckPlaceable,"4x4-Waldläufer"
vehicle4x4TruckPlaceableDesc,"Befahrbares Fahrzeug. Verwende die sekundäre Aktion, um es in der Welt zu platzieren."
vehicleBicycleHandlebarsSchematic,"Fahrradlenker"
vehicleBicycleChassisSchematic,"Fahrradrahmen"
vehicleBicyclePlaceable,"Mountainbike"
vehicleBicyclePlaceableDesc,"Befahrbares Fahrzeug. Benutze die Sekundäraktion, um es in der Welt zu platzieren."
vehicleGyroCopterAccessoriesSchematic,"GyroCopter-Zubehör"
vehicleGyroCopterChassisSchematic,"GyroCopter-Rahmen"
vehicleGyrocopterPlaceable,"Aufklärer"
vehicleGyrocopterPlaceableDesc,"Fahrbares Fahrzeug. Benutze die Sekundäraktion, um es in der Welt zu platzieren."
vehicleMinibikeChassisSchematic,"Minibike-Rahmen"
vehicleMinibikeHandlebarsSchematic,"Minibike-Lenker"
vehicleMinibikePlaceable,"Minibike"
vehicleMinibikePlaceableDesc,"Fahrbares Fahrzeug. Benutze die Sekundäraktion, um es in der Welt zu platzieren."
vehicleMotorcycleChassisSchematic,"Motorrad-Rahmen"
vehicleMotorcycleHandlebarsSchematic,"Motorrad-Lenker"
vehicleMotorcyclePlaceable,"Motorrad"
vehicleMotorcyclePlaceableDesc,"Fahrbares Fahrzeug. Benutze die Sekundäraktion, um es in der Welt zu platzieren."
workbenchSchematic,"Werkbank"
mineCookingPotBlueprint,"Kochtopf-Mine"
