Key,polish
ulmMeleeBladeKatanaTitaniumBlueprintDesc,"Pozwala nauczyć się tworzenia przedmiotu. Jak już znasz przepis - da tylko XP."
ulmMeleeSpearTitaniumBlueprint,"Tytanowa Włócznia"
ulmMeleeSpearTitaniumBlueprintDesc,"Pozwala nauczyć się tworzenia przedmiotu. Jak już znasz przepis - da tylko XP."
ulmMeleeBladeMacheteTitaniumBlueprint,"Tytanowa Maczeta"
ulmMeleeBladeMacheteTitaniumBlueprintDesc,"Pozwala nauczyć się tworzenia przedmiotu. Jak już znasz przepis - da tylko XP."
ulmMeleeSledgeTitaniumBlueprint,"Tytanowy Młot"
ulmMeleeSledgeTitaniumBlueprintDesc,"Pozwala nauczyć się tworzenia przedmiotu. Jak już znasz przepis - da tylko XP."
ulmMeleeBladeSawBlueprint,"Piłostrze"
ulmMeleeBladeSawBlueprintDesc,"Pozwala nauczyć się tworzenia przedmiotu. Jak już znasz przepis - da tylko XP."
ulmMeleeBladeRexBlueprint,"Rex Ostrze Jonah'a"
ulmMeleeBladeRexBlueprintDesc,"Pozwala nauczyć się tworzenia przedmiotu. Jak już znasz przepis - da tylko XP."
ulmMeleeSledgeBrinxsFurySchematic,"Furia Brinx'a"
ulmMeleeSledgeBrinxsFurySchematicDesc,"Pozwala nauczyć się tworzenia przedmiotu. Jak już znasz przepis - da tylko XP."
ulmAmmo10mmRoundST,"Nabój 10mm"
ulmAmmo10mmRoundSTDesc,"[decea3]Standardowa[-] Ammunicja 10mm, często używana przez [decea3]Pistolety Maszynowe[-]."
ulmAmmo10mmRoundHP,"Nabój 10mm (GR)"
ulmAmmo10mmRoundHPDesc,"[decea3]Grzybkująca[-] Ammunicja 10mm, aletrnatywa dla [decea3]Pistoletów Maszynowych[-]. Lepsze przebicie i precyzja. Zakazana w większości miejsc."
ulmAmmo10mmRoundAP,"Nabój 10mm (PP)"
ulmAmmo10mmRoundAPDesc,"[decea3]Przeciwpancerna[-] Ammunicja 10mm, aletrnatywa dla [decea3]Pistoletów Maszynowych[-]. O wiele większa siła przebicia w porównaniu ze zwykłą ammunicją."
ulmAmmo38CalRoundST,"Nabój .38"
ulmAmmo38CalRoundSTDesc,"[decea3]Standardowa[-] Ammunicja .38, często używana przez [decea3]Lekkie Pistolety[-]."
ulmAmmo38CalRoundHP,"Nabój .38 (GR)"
ulmAmmo38CalRoundHPDesc,"[decea3]Grzybkująca[-] Ammunicja, alternatywa dla [decea3]Lekkich Pistoletów[-]. Lepsze przebicie i precyzja. Zakazana w większości miejsc."
ulmAmmo38CalRoundAP,"Nabój .38 (PP)"
ulmAmmo38CalRoundAPDesc,"[decea3]Przeciwpancerna[-] Ammunicja, alternatywa dla [decea3]Lekkich Pistoletów[-]. O wiele większa siła przebicia w porównaniu ze zwykłą ammunicją."
ulmAmmo556mmRoundST,"Nabój 5.56mm"
ulmAmmo556mmRoundSTDesc,"[decea3]Standardowa[-] Ammunicja, często używana przez [decea3]Karabiny Szturmowe[-]."
ulmAmmo556mmRoundHP,"Nabój 5.56mm (GR)"
ulmAmmo556mmRoundHPDesc,"[decea3]Grzybkująca[-] Ammunicja, alternatywa dla [decea3]Karabinów Szturmowych[-]. Lepsze przebicie i precyzja. Zakazana w większości miejsc."
ulmAmmo556mmRoundAP,"Nabój 5.56mm (PP)"
ulmAmmo556mmRoundAPDesc,"[decea3]Przeciwpancerna[-] Ammunicja, alternatywa dla [decea3]Karabinów Szturmowych[-]. O wiele większa siła przebicia w porównaniu ze zwykłą ammunicją."
ulmAmmo792mmRoundST,"Nabój 7.92mm"
ulmAmmo792mmRoundSTDesc,"[decea3]Standardowa[-] Ammunicja, często używana przez [decea3]Karabiny Snajperskie[-]."
ulmAmmo792mmRoundHP,"Nabój 7.92mm (GR)"
ulmAmmo792mmRoundHPDesc,"[decea3]Grzybkująca[-] Ammunicja, alternatywa dla [decea3]Karabinów Snajperskich[-]. Lepsze przebicie i precyzja. Zakazana w większości miejsc."
ulmAmmo792mmRoundAP,"Nabój 7.92mm (PP)"
ulmAmmo792mmRoundAPDesc,"[decea3]Przeciwpancerna[-] Ammunicja, alternatywa dla [decea3]Karabinów Snajperskich[-]. O wiele większa siła przebicia w porównaniu ze zwykłą ammunicją."
ulmAmmoFuelBiofuel,"Biopaliwo"
ulmAmmoFuelBiofuelDesc,"Przenośny kanister zawierający biopaliwo."
ulmAmmoFuelBarrelEmpty,"Pusta Beczka na Paliwo"
ulmAmmoFuelBarrelEmptyDesc,"Przenośny zbiornik, który można napełnić [decea3]60[-] jednostkami Benzyny, albo ją tworząc samemu, lub wchodząc w interakcję ze źródłami Benzyny."
ulmAmmoFuelCanEmpty,"Pusty Kanister na Paliwo"
ulmAmmoFuelCanEmptyDesc,"Przenośny zbiornik, który można napełnić [decea3]20[-] jednostkami Benzyny, albo ją tworząc samemu, lub wchodząc w interakcję ze źródłami Benzyny."
ulmAmmoFuelGasoline,"Benzyna"
ulmAmmoFuelGasolineDesc,"Przenośny zbiornik, który można napełnić [decea3]20[-] jednostkami Benzyny."
ulmAmmoFuelGasolineBarrel,"Beczka Benzyny"
ulmAmmoFuelGasolineBarrelDesc,"Przenośny zbiornik, który można napełnić [decea3]60[-] jednostkami Benzyny"
ulmAmmoFuelJetFuel,"Paliwo Lotnicze"
ulmAmmoFuelJetFuelDesc,"Przenośny kanister, zawierający paliwo lotnicze."
ulmArmorThanosGlovesAdmin,"Dev: Rękawica Thanosa"
ulmArmorThanosGlovesAdminDesc,"Włóż by moć nosić największe ciężary."
ulmDoorSciFi01Blueprint,"Przesuwane żelazne drzwi"
ulmDoorSciFi01PoweredBlueprint,"Zasilane żelazne drzwi przesuwne"
ulmDoorSciFi02Blueprint,"Przesuwane szklane drzwi"
ulmDoorSciFi02ScreenBlueprint,"Ekran informacyjny"
ulmDoorSciFi02PoweredBlueprint,"Zasilane szklane drzwi przesuwne"
ulmDoorSciFi03Blueprint,"Rozsuwana brama"
ulmDoorSciFi03PoweredBlueprint,"Zasilana brama przesuwna"
ulmDoorSciFi04Blueprint,"Przesuwane drzwi wybuchowe"
ulmDoorSciFi04PoweredBlueprint,"Zasilana przesuwna brama wybuchowa"
ulmDrinkPlasticBottleBeer,"Piwo (Pl. Butelka)"
ulmDrinkPlasticBottleBeerDesc,"[decea3]300%[-] Większe Obrażenia Pięściami\n[decea3]50%[-] szybszy Odzysk Wytrzymałości\nOdporność na Oszołomienie."
ulmDrinkPlasticBottleCoffee,"Kawa (Pl. Butelka)"
ulmDrinkPlasticBottleCoffeeDesc,"Podniesie twoją wytrzymałość i ogrzeje przez jakiś czas."
ulmDrinkPlasticBottleEmpty,"Pusta Plastikowa Butelka"
ulmDrinkPlasticBottleEmptyDesc,"Do przenoszenia płynów.\n[decea3]Woda z rzek, jezior i basenów jest zbyt skażona by móc z niej normalnie korzystać.[-]"
ulmDrinkPlasticBottleHoney,"Miód (Pl. Butelka)"
ulmDrinkPlasticBottleHoneyDesc,"Miód to jeden z cudów natury. Daje ci troche energii, jest słodki i pozwala zwalczyć pierwsze obawy infekcji.\n(Nie działa natychmiastowo)"
ulmDrinkPlasticBottleMineralWater,"Woda Mineralna (Pl. Butelka)"
ulmDrinkPlasticBottleMineralWaterDesc,"Świeża Woda Mineralna jest dobra na trawienie i świetnie nawadnia. Wysiłek wolniej będzie zwiększał twój głód i pragnienie."
ulmDrinkPlasticBottleRiverWater,"Mętna Woda (Pl. Butelka)"
ulmDrinkPlasticBottleRiverWaterDesc,"Nierekomendowane spożycie przed jej oczyszczeniem."
ulmDrinkPlasticBottleBoiledWater,"Świeża Woda (Pl. Butelka)"
ulmDrinkPlasticBottleBoiledWaterDesc,"Nawodni cię na jakiś czas."
ulmGunKineticAssaultRifleAug1,"AUC-1"
ulmGunKineticAssaultRifleAug1Desc,"Broń z całkiem kompaktową sylwetką. Ten karabinek szturmowy udowodnił swoją niezawodność przez lata, mimo że jego konstrukcja już się starzeje."
ulmGunKineticAssaultRifleFamas1,"FAR-1"
ulmGunKineticAssaultRifleFamas1Desc,"Krótka lufa sprawia, że jest bardzo poręczny w bliskich starciach, lecz używa mniejszego kalibra od tradycyjnych karabinów szturmowych."
ulmGunKineticMicroSmg,"Micro SMG"
ulmGunKineticMicroSmgDesc,"Małe, bardzo kompaktowe Micro SMG jest wielkości pistoletu, ale jest w stanie zasypać wrogów chmurą pocisków w bardzo krótkim czasie."
ulmGunKineticMinigun,"Minigun"
ulmGunKineticMinigunDesc,"Uważaj jak długo wciskasz spust, uwielbia pożerać masę ammunicji."
ulmGunKineticPistolColt,"Cobra"
ulmGunKineticPistolColtDesc,"Niezawodny samopowtarzalny pistolet dużego kalibru."
ulmGunKineticPistolDesertEagle,"Desert Mantis"
ulmGunKineticPistolDesertEagleDesc,"Jeżeli chcesz samopowtarzalny pistolet największego kalibru, ta broń jest stworzona dla Ciebie."
ulmGunKineticPistolGlock,"Golconda"
ulmGunKineticPistolGlockDesc,"Niezawodny półautomatyczny pistolet z polimeru i z pojemnnym magazynkiem."
ulmGunKineticPistolMakarov,"Mongrel"
ulmGunKineticPistolMakarovDesc,"Kompaktowy i lekki mały pistolet. Dobry do samoobrony."
ulmGunKineticPistolScrap1,"Samopał"
ulmGunKineticPistolScrap1Desc,"Skleciony z odzyskanych części. Zaskakujące, że nie eksploduje przy użyciu."
ulmGunKineticPistolScrap1Blueprint,"Samopał"
ulmGunKineticPistolScrap1BlueprintDesc,"Instrukcje tworzenia [decea3]Samopału[-]."
ulmGunKineticPistolScrap2,"Pistolet ze Złomu"
ulmGunKineticPistolScrap2Desc,"Wytrzymalszy niż się wydaje, mimo stworzonia z niby losowych, metalowych części."
ulmGunKineticPistolScrap2Blueprint,"Pistolet ze Złomu"
ulmGunKineticPistolScrap2BlueprintDesc,"Instrukcje składania [decea3]Pistoletu ze Złomu[-]."
ulmGunKineticR90,"R90"
ulmGunKineticR90Desc,"Mały i bardzo kompaktowy pistolet maszynowy z unikalnym i pojemnym magazynkiem."
ulmGunKineticRevolverBugert9mm,"Badger-9"
ulmGunKineticRevolverBugert9mmDesc,"Bardzo kompaktowy rewolwer 9mm. Idealnie się chowa w kieszeni."
ulmGunKineticRevolverBugert38Cal,"Badger-44"
ulmGunKineticRevolverBugert38CalDesc,"Bardzo kompaktowy rewolwer kal .44. Idealnie się chowa w kieszeni."
ulmGunKineticRocketLauncherAT4,"ATRL-1 Stinger"
ulmGunKineticRocketLauncherAT4Desc,"Standardowa przenośna wyrzutnia rakiet na potrzeby armii."
ulmGunKineticRocketLauncherM202,"INCL-4 Hellfire"
ulmGunKineticRocketLauncherM202Desc,"Ręczna wyrzutnia niekierowanych rakiet. 4 tuby pozwalają na szybkie powtarzane wystrzały."
ulmGunKineticShotgunPumpBM4,"Vindicator"
ulmGunKineticShotgunPumpBM4Desc,"Strzelba ze stopów stworzona dla wojska. Bardzo wytrzymała."
ulmGunKineticShotgunEnforcer,"Enforcer"
ulmGunKineticShotgunEnforcerDesc,"Strzelba długolufowa z ręcznym ładowaniem"
ulmGunKineticShotgunPeacekeeper,"Peacekeeper"
ulmGunKineticShotgunPeacekeeperDesc,"Idealne narzędzie do utrzymywania pokoju i porządku, głównie dzięki swojej sile ognia."
ulmGunKineticShotgunScrap,"Strzelba ze Złomu"
ulmGunKineticShotgunScrapDesc,"Ledwie się trzyma w kupie i mimo że używa normalniej ammunicji do strzelb, efektywność nie jest najlepsza."
ulmGunKineticShotgunScrapBlueprint,"Strzelba ze Złomu"
ulmGunKineticShotgunScrapBlueprintDesc,"Instrukcje tworzenia [decea3]Strzelby ze Złomu[-]."
ulmGunKineticSniperRifleM1A,"Snajperski Karabin Strażniczy"
ulmGunKineticSniperRifleM1ADesc,"Mimo że to antyk nie produkowany od dekad, jest w ciągłym użyciu dzięki swojej prostocie i niezawodności."
ulmGunKineticUMP,"UMP"
ulmGunKineticUMPDesc,"Niemiecki pistolet maszynowy, wykorzystywany głównie przez siły specjalne policji."
ulmGunPlasmaPistol,"Pistolet Plazmowy"
ulmGunPlasmaPistolDesc,"Brak Opisu"
ulmGunPlasmaSubMachineGun,"Plasmowy PM"
ulmGunPlasmaSubMachineGunDesc,"Niesamowita siła ognia na wyciągnięcie ręki!"
ulmGunPulseLaserPistolBlack,"Pistolet Laserowy"
ulmGunPulseLaserPistolBlackDesc,"Brak Opisu"
ulmMeleeAxeScrapIron,"Siekiera ze Złomu"
ulmMeleeAxeScrapIronDesc,"O [decea3]+200%[-] większe obrażenia dla drewna. Ostre odłamki złomu zmontowane na kształt toporka. Niezłe do rozłupywania drewna."
ulmMeleeAxeTitanium,"Tytanowa Siekiera"
ulmMeleeAxeTitaniumDesc,"Ułatwia ścinanie drzew o [decea3]+400%[-]."
ulmMeleeBatonPoliceBaton,"Pałka Policyjna"
ulmMeleeBatonPoliceBatonDesc,"Standardowa policyjna pałka składana z żelaznym rdzeniem oblana miękkim plastikiem."
ulmMeleeBatonPoliceBatonWithBlade,"Zmodyfikowana Pałka"
ulmMeleeBatonPoliceBatonWithBladeDesc,"Ktoś zmodyfikował tą pałkę policyjną by zadawać nią większe obrażenia."
ulmMeleeBladeFoldingKnife,"Scyzoryk"
ulmMeleeBladeFoldingKnifeDesc,"Mały, składany nóż kieszonkowy. Lekki i łatwy w przenoszeniu, lecz nienajlepszy do walki."
ulmMeleeBladeInferno,"Ostrze Inferno"
ulmMeleeBladeInfernoDesc,"Wynalezienie małych, przenośnych ogniw energetycznych pozwoliło na stworzenie tego rozgrzanego ostrza. Wbudowane źródło zasilanie potrafi utrzymać wysoką temperaturę i wymaga wymiany co około 25 lat."
ulmMeleeBladeKatana,"Stalowa Katana"
ulmMeleeBladeKatanaDesc,"Wyspecjalizowane zakrzywione, pojedyncze ostrze. Długa, okrągła rączka pozwala na wygodny dwuręczny chwyt."
ulmMeleeBladeKatanaScrapIron,"Katana ze Złomu"
ulmMeleeBladeKatanaScrapIronDesc,"Kształtem przypomina Katanę, no tak bardzo jak można stworzyć ten miecz z odzyskanych kawałków metalu."
ulmMeleeBladeKatanaTitanium,"Tytanowa Katana"
ulmMeleeBladeKatanaTitaniumDesc,"Wyspecjalizowane zakrzywione, pojedyncze ostrze. Długa, okrągła rączka pozwala na wygodny dwuręczny chwyt."
ulmMeleeBladeKatanaThermal,"Katana Termiczna"
ulmMeleeBladeKatanaThermalDesc,"Wyspecjalizowane zakrzywione, pojedyncze ostrze. Długa, okrągła rączka pozwala na wygodny dwuręczny chwyt. Wbudowane źródło zasilanie potrafi utrzymać wysoką temperaturę i wymaga wymiany co około 25 lat."
ulmMeleeBladeKnifeCleaverIron,"Tasak"
ulmMeleeBladeKnifeCleaverIronDesc,"Przyrząd często używany do rozdzielania dużych kawałków chrząstek i grubych kawałów mięsa"
ulmMeleeBladeKnifeCleaverRusty,"Zardzewiały Tasak"
ulmMeleeBladeKnifeCleaverRustyDesc,"Sprzęt pamięta lepsze czasy, ostrze ma dosyć poważne zniszczenia od korozji."
ulmMeleeBladeKnifeCombatIron,"Żelazny Nóż Bojowy"
ulmMeleeBladeKnifeCombatIronDesc,"Duży brat Noża Myśliwskiego, używany w wojsku."
ulmMeleeBladeKnifeCombatSteel,"Stalowy Nóż Bojowy"
ulmMeleeBladeKnifeCombatSteelDesc,"Bojowy Nóż do najcięższych zadań, używany w wojsku."
ulmMeleeBladeKnifeKunai,"Nóż Kunai"
ulmMeleeBladeKnifeKunaiDesc,"Japońskie narzędzie ogrodniczo stolarskie. W rękach eksperta sztuk walki może być wykorzystany jako wielofunkcyjna broń."
ulmMeleeBladeKnifeScrapIron,"Nóż ze Złomu"
ulmMeleeBladeKnifeScrapIronDesc,"Ostry kawał metalu obity niepotrzebnym złomem, który mu nie pomaga być bardziej naostrzonym."
ulmMeleeBladeMacheteIron,"Żelazna Maczeta"
ulmMeleeBladeMacheteIronDesc,"Szeroki i ciężki nóż, używany jako broń biała lub co oczyszczania ścieżek w dżungli z roślin."
ulmMeleeBladeMacheteSteel,"Stalowa Maczeta"
ulmMeleeBladeMacheteSteelDesc,"Szeroki i ciężki nóż, używany jako broń biała lub co oczyszczania ścieżek w dżungli z roślin."
ulmMeleeBladeMacheteTitanium,"Tytanowa Maczeta"
ulmMeleeBladeMacheteTitaniumDesc,"Szeroki i ciężki nóż, używany jako broń biała lub co oczyszczania ścieżek w dżungli z roślin."
ulmMeleeBladeSaw,"Zębate Ostrze"
ulmMeleeBladeSawDesc,"To zębate ostrze bardziej przypomina piłę niż miecz."
ulmMeleeBladeRex,"Ostrozaurus Rex Jonaha"
ulmMeleeBladeRexDesc,"Niektórzy twierdzą, że to uzębiona broń była używana przez wojownika pustkowi - Jonaha nieustraszonego, mistrza wytrzymałości."
ulmMeleeBladeSwordIron,"Żelazny Miecz"
ulmMeleeBladeSwordIronDesc,"Obusieczny miecz wytopiony z żelaza z krótką rękojeścią dla wygodnego użytku jednoręcznego."
ulmMeleeBladeZweihander,"Stalowy Miecz Dwuręczny"
ulmMeleeBladeZweihanderDesc,"Masywny obusieczny miecz z długą rękojeścią przeznadczoną do trzymania oburącz. Tylko najsilniejsi mogą nim władać."
ulmMeleeKnucklesBrassKnuckles,"Kastet"
ulmMeleeKnucklesBrassKnucklesDesc,"Podstawowy odlewany kastet."
ulmMeleeKnucklesBrassKnucklesBlueprint,"Kastet"
ulmMeleeKnucklesBrassKnucklesBlueprintDesc,"Pozwala nauczyć się tworzenia przedmiotu. Jak już znasz przepis - da tylko XP."
ulmMeleeKnucklesScrapKnuckles,"Złomowy Kastet"
ulmMeleeKnucklesScrapKnucklesDesc,"Knuckles with some sharp household things welded on it to make it more manic looking and deadlier."
ulmMeleeKnucklesScrapKnucklesBlueprint,"Złomowy Kastet"
ulmMeleeKnucklesScrapKnucklesBlueprintDesc,"Pozwala nauczyć się tworzenia przedmiotu. Jak już znasz przepis - da tylko XP."
ulmMeleeKnucklesTitaniumKnuckles,"Tytanowy Kastet"
ulmMeleeKnucklesTitaniumKnucklesDesc,"Knuckles made out of one of the most durable metals."
ulmMeleeKnucklesTitaniumKnucklesBlueprint,"Tytanowy Kastet"
ulmMeleeKnucklesTitaniumKnucklesBlueprintDesc,"Pozwala nauczyć się tworzenia przedmiotu. Jak już znasz przepis - da tylko XP."
ulmMeleeClubIron,"Żelazna Pałka"
ulmMeleeClubIronDesc,"Krótka metalowa rurka z ciężarem na końcu stworzona z kawałków złomu"
ulmMeleeClubIronBlueprint,"Żelazna Pałka"
ulmMeleeClubIronBlueprintDesc,"Pozwala nauczyć się tworzenia przedmiotu. Jak już znasz przepis - da tylko XP."
ulmMeleeClubIronMorningStar,"Gwiazda Poranna"
ulmMeleeClubIronMorningStarDesc,"Morderczy kuzyn zwykłej pałki, na głowni znajdują się liczne kolce, które przy uderzeniu celu mogą powodować krwawienie."
ulmMeleeClubSteel,"Stalowa Pałka"
ulmMeleeClubSteelDesc,"Wytrzymalsza od żelaznej i potrafi mocniej przywalić. Dobra do łamania kolan i łupania czaszek."
ulmMeleeClubTitanium,"Tytanowa Pałka"
ulmMeleeClubTitaniumDesc,"Wytrzymalsza od stalowej i potrafi mocniej przywalić. Dobra do łamania kolan i łupania czaszek."
ulmMeleeClubTitaniumBlueprint,"Tytanowa Pałka"
ulmMeleeClubTitaniumBlueprintDesc,"Pozwala nauczyć się tworzenia przedmiotu. Jak już znasz przepis - da tylko XP."
ulmMeleeGreataxeScrapIron,"Ciężki topór ze złomu"
ulmMeleeGreataxeScrapIronDesc,"O [decea3]+200%[-] więcej obrażeń dla drzew. Dwógłowy topór wojenny z długim chwytem. Dobry do ścinki drzew lub głów."
ulmMeleePolearmPitchfork,"Widły"
ulmMeleePolearmPitchforkDesc,"Często używane przez farmerów do przerzucania siana."
ulmMeleeClubBone,"Kościana Pałka"
ulmMeleeClubBoneDesc,"Odzyskana kość z jakiegoś dużego stworzenia owinięta taśmą by stworzyć raczkę poprawiającą komfort i chwyt!"
ulmMeleeClubCricketBat,"Kij do Krykieta"
ulmMeleeClubCricketBatDesc,"Złożony z rączki i płaskiego kawałka drewna. Używane w jakimś sporcie gdzie odbijasz piłkę."
ulmMeleeClubRollingPin,"Wałek do Ciasta"
ulmMeleeClubRollingPinDesc,"Klasyczny wałek, bardzo przydatny w kuchni do kształtowania ciasta. Można używać go jako broni w ostateczności."
ulmMeleeSledgeScrapIron,"Młot ze Złomu"
ulmMeleeSledgeScrapIronDesc,"Losowy złom poskładany na kształt dużego młota z ciężką metalową głowicą i długim chwytem."
ulmMeleeSledgeTitanium,"Tytanowy Młot"
ulmMeleeSledgeTitaniumDesc,"Przygotuj się na bitwę z nieumarłymi!"
ulmMeleeSledgeBrinxsFury,"Furia Brinxa"
ulmMeleeSledgeBrinxsFuryDesc,"Legendy ośpiewują tą broń jako przedłużenie Brinxa Nieustraszonego, gdy uwalniał swój gniew na hordy ciemności szarżując na  linie frontu i walcząc o przetrwanie swoich ludzi na pustkowiach."
ulmMeleeSpearTitanium,"Tytanowa Włócznia"
ulmMeleeSpearTitaniumDesc,"Idealne połączenie wytrzymałości, niezawodności i  ostrości."
ulmMeleeSpearWood,"Drewniana Włócznia"
ulmMeleeSpearWoodDesc,"Najprostsza możliwa włócznia, po prostu zaostrzony długi kij."
ulmMeleeTwoHandedPipe,"Długa Rura"
ulmMeleeTwoHandedPipeDesc,"Długa rura z kolankiem dokręconym na jej zakończeniu. Proste, lecz całkiem efektywna prowizoryczna broń ."
ulmModArmorBackpackBasic,"Plecak"
ulmModArmorBackpackBasicDesc,"[decea3]Mod Pancerza Torsu[-]\nZwiększa maksymalny udźwig ekwipunku, po zamontowaniu modyfikacji w pancerzu torsu lub pojeździe."
ulmModArmorBackpackBasicBlueprint,"Plecak"
ulmModArmorEllianniaLocket,"Medalion Ellianni"
ulmModArmorEllianniaLocketDesc,"[decea3]Mod Pancerza Torsu[-]\nA Srebrny Medalion z inskrypcją 'Jillian, Na Zawsze Mą Córką."
ulmModChainsawChainTitanium,"Tytanowy Łańcuch do Piły"
ulmModChainsawChainTitaniumDesc,"[decea3]Mod Piły Motorowej[-]\nZwiększa obrazenia zadawane piłą."
ulmModChainsawChainTitaniumBlueprint,"Tytanowy Łańcuch do Piły"
ulmModOffhandFlashlight,"Mod Latarki w Wolnej Dłoni"
ulmModOffhandFlashlightDesc,"Pozwala na trzymanie latarki w lewej ręce. Wspierane: [decea3]Pistolety[-]"
ulmModVehicleCargoBag,"Rozbudowa Bagażnika"
ulmModVehicleCargoBagDesc,"[decea3]Mod Pojazdu[-]\nZwiększa maksymalną ilość bagażu w pojazdach."
ulmModVehicleCargoBagBlueprint,"Rozbudowa Bagażnika"
ulmModVehicleShockAbsorbers,"Amortyzatory Pojazdu"
ulmModVehicleShockAbsorbersDesc,"[decea3]Mod Pojazdu[-]\nUsprawnia zawieszenie pojazdu i pozwala na przewożenie więszego ładunku. Niemożliwe do instalacji na rowerze."
ulmModVehicleShockAbsorbersBlueprint,"Amortyzatory Pojazdu"
ulmQuestRewardBicyclePartsBundle,"Zestaw części rowerowych"
ulmQuestRewardTruckPartsBundle,"Zestaw części ciężarówki"
ulmQuestTreasureElliannia,"Mapa Ellianni"
ulmQuestTreasureEllianniaDesc,"Stary kluczyk owinięty w małą mapę, z miejscem delikatnie zakreślonym czerwonym 'X'. Na tyle mapy jest napisane: Schowek Ellannii."
