Key,schinese
modVehicleReserveFuelTankSchematic,载具备用油箱
modVehicleSuperChargerSchematic,载具增压器
motionsensorSchematic,运动传感器
oldCash,旧钞票
oldCashDesc,这曾经是法定货币。卫生纸的绝佳替代品。一些商人可能有兴趣购买。
questReward4x4PartsBundle,汽车零部件组合
poweredDoorsSchematic,电动门和桥
pressureplateSchematic,基础传感器
resourceBrassObjectGroupDesc,可在你的背包或工作台中分解成 [decea3]废黄铜[-]
resourceBrokenGlass,废玻璃
resourceBrokenGlassDesc,碎玻璃可在锻造炉熔炼为玻璃。如果末世让你不堪重负，你也可以用其结束一切。
resourceBulletCasing,子弹壳
resourceBulletCasingDesc,用于弹丸类枪械的黄铜弹壳。将弹药的所有部分组合在一起。
resourceBulletTip,子弹头
resourceBulletTipDesc,用于弹丸类枪械的弹头。也被称为子弹的弹头，由熔化的铅铸成。
resourceClayLump,粘土
resourceClayLumpDesc,锻造的关键资源。与泥土一起从地表中少量挖出。也可以通过将泥土与水混合制成。
resourceCobblestones,鹅卵石
resourceCobblestonesDesc,鹅卵石可用于建造出奇坚固的石材结构。
resourceCrushedSand,沙子
resourceCrushedSandDesc,核心资源，可通过进一步粉碎石粉制成，或用于制造玻璃。
resourceFeather,羽毛
resourceFeatherDesc,羽毛主要发现于鸟巢和鸡身上。它们可以用来制作箭和弩箭。
resourceFemur,大骨
resourceFemurDesc,你可以将它磨碎从而得到[decea3]骨粉[-]。[decea3]骨粉[-]用于制作[decea3]胶水[-]。
resourceFishingWeight,钓鱼配重
resourceFishingWeightDesc,铅制品可在背包内分解为废铅，或在锻造炉熔炼为核心资源。
resourceForgedIron,铁板
resourceForgedIronDesc,通过将铁锭成型加工成扁平的锻铁件而制成。用于制作，维修和升级各种物品。
resourceForgedSteel,钢板
resourceForgedSteelDesc,通过将钢锭成型加工成扁平的锻钢件而制成。可用于制作游戏中最强大的物品。
resourceGoldNugget,金块
resourceGoldNuggetDesc,闪亮的，密集的金块，可以熔炼成锭增加价值。
resourceGunPowder,火药
resourceGunPowderDesc,由煤，硝酸盐和硫磺制成的火药，可以制作弹药和炸药。
resourceLockPick,开锁器
resourceLockPickDesc,如果你的物品栏里有开锁器，那么你可以通过按住E键并选择开锁动作来开锁。\n它们不需要装备在热键上。
resourceMetalPipe,短铁管
resourceMetalPipeDesc,十分寻常的短铁管。可用在很多配方中。
resourceMilitaryFiberSchematic,军用纤维
resourceOilSchematic,石油
resourceRadiator,黄铜散热器
resourceRadiatorDesc,
resourceRawDiamond,钻石原石
resourceRawDiamondDesc,要是在世界末日开始前发现这个就好，我不知道这是否是血钻。
resourceRocketCasing,火箭弹壳
resourceRocketCasingDesc,火箭弹壳可用于制作火箭发射器的弹药。
resourceRocketTip,火箭引信
resourceRocketTipDesc,火箭引信可用于制作火箭发射器的弹药。
resourceScrapBrass,废黄铜
resourceScrapBrassDesc,锻造的核心资源，可用于制造弹壳。
resourceScrapIron,废铁
resourceScrapIronDesc,制作，锻造，维修和升级的核心资源。除了木头没有什么比这更有用的了。
resourceScrapLead,废铅
resourceScrapLeadDesc,锻造的核心资源。可用于制作弹头等。
resourceScrapPolymers,废塑料
resourceScrapPolymersDesc,少量的废塑料，你可以仔细地塑造成新的形状。
resourceSilverNugget,银块
resourceSilverNuggetDesc,也许我应该留着这个，世界末日里的狼人是完全有可能的，对吧？
resourceTrophy1,黄铜奖杯
resourceTrophy1Desc,把它分解或在[decea3]锻造炉[-]中冶炼，它将更加有用。
resourceTrophy2,铅质奖杯
resourceTrophy2Desc,铅制品可在背包内分解为废铅，或在[decea3]锻造炉[-]熔炼为核心资源。
resourceWood,回收的旧木板
resourceWoodDesc,一些旧板，用处不大
shotgunTurretSchematic,霰弹枪炮塔
smallEngine,小型发动机
smallEngineDesc,适用于小型车辆或工具的小型发动机
speakerSchematic,电动喇叭
spotlightPlayerSchematic,电动聚光灯
switchSchematic,电动开关
toolBeaker,烧杯
toolBeakerDesc,制作化学站所需的工具。
toolBellows,风箱
toolBellowsDesc,可加强空气流动，提升锻造炉的熔炼速度[decea3] 25％[-]
toolBellowsSchematic,风箱
toolBellowsSchematicDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
resourceYuccaFibers,植物纤维
resourceYuccaFibersDesc,植物纤维是通过破坏草和小植物获得的。可以用来制作很多东西，也可以用辅助动作来种草。
thrownDynamite,炸药
thrownDynamiteDesc,可以用右键点燃，然后用左键投掷。
thrownDynamiteSchematic,炸药
thrownAmmoPipeBomb,管状炸弹
thrownAmmoPipeBombSchematic,管状炸弹
thrownGrenade,手雷
thrownGrenadeSchematic,手雷
thrownGrenadeContact,触炸手雷
thrownGrenadeContactSchematic,触炸手雷
thrownTimedCharge,定时炸弹
toolAnvil,铁砧
toolAnvilDesc,用于制造[decea3]铁匠的锻造炉（2级）[-]，成型更高级的金属。
toolAnvilSchematic,铁砧
toolForgeCrucible,坩埚
toolForgeCrucibleDesc,用于制造[decea3]熔炉（2级）[-]，可以加工银，金，钢和钛。
toolForgeCrucibleSchematic,坩埚
vehicle4x4TruckAccessoriesSchematic,四轮驱动配件
vehicle4x4TruckChassisSchematic,四轮驱动车架
vehicle4x4TruckPlaceable,四轮驱动护林员
vehicle4x4TruckPlaceableDesc,可驾驶的载具。使用辅助动作将其放置在世界中。
vehicleBicycleHandlebarsSchematic,自行车手把
vehicleBicycleChassisSchematic,自行车车架
vehicleBicyclePlaceable,山地自行车
vehicleBicyclePlaceableDesc,可驾驶的载具。使用辅助动作将其放置在世界中。
vehicleGyroCopterAccessoriesSchematic,旋翼机配件
vehicleGyroCopterChassisSchematic,旋翼机机架
vehicleGyrocopterPlaceable,侦察兵
vehicleGyrocopterPlaceableDesc,可驾驶的载具。使用辅助动作将其放置在世界中。
vehicleMinibikeChassisSchematic,小型机车车架
vehicleMinibikeHandlebarsSchematic,小型机车手把
vehicleMinibikePlaceable,彗星小型机车
vehicleMinibikePlaceableDesc,可驾驶的载具。使用辅助动作将其放置在世界中。
vehicleMotorcycleChassisSchematic,摩托车车架
vehicleMotorcycleHandlebarsSchematic,摩托车手把
vehicleMotorcyclePlaceable,漫游者摩托车
vehicleMotorcyclePlaceableDesc,可驾驶的载具。使用辅助动作将其放置在世界中。
workbenchSchematic,工作台
mineCookingPotBlueprint,烹饪锅地雷
mineCookingPotBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
rScrapIronPlateMineBlueprint,压炸地雷
rScrapIronPlateMineBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
mineHubcapBlueprint,轮毂盖地雷
mineHubcapBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
thrownTimedChargeBlueprint,定时炸弹
thrownTimedChargeBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
mineAirFilterBlueprint,空滤地雷
mineAirFilterBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
resourceLockPickBlueprint,开锁器
resourceLockPickBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorIronSetSchematic,铁甲
armorIronHelmetBlueprint,铁头盔
armorIronHelmetBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorIronChestBlueprint,铁胸甲
armorIronChestBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorIronGlovesBlueprint,铁手套
armorIronGlovesBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorIronLegsBlueprint,铁腿甲
armorIronLegsBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorIronBootsBlueprint,铁靴
armorIronBootsBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorSteelHelmetBlueprint,钢头盔
armorSteelHelmetBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorSteelChestBlueprint,钢胸甲
armorSteelChestBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorSteelGlovesBlueprint,钢手套
armorSteelGlovesBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorSteelLegsBlueprint,钢制护腿
armorSteelLegsBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorSteelBootsBlueprint,钢靴
armorSteelBootsBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorLeatherSetSchematic,皮甲
armorLeatherHelmetBlueprint,皮头盔
armorLeatherHelmetBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorLeatherChestBlueprint,皮胸甲
armorLeatherChestBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorLeatherGlovesBlueprint,皮手套
armorLeatherGlovesBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorLeatherLegsBlueprint,皮腿甲
armorLeatherLegsBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorLeatherBootsBlueprint,皮靴
armorLeatherBootsBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorMilitarySetSchematic,军用护甲
armorMilitaryHelmetBlueprint,军用头盔
armorMilitaryHelmetBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorMilitaryChestBlueprint,军用胸甲
armorMilitaryChestBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorMilitaryGlovesBlueprint,军用手套
armorMilitaryGlovesBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorMilitaryLegsBlueprint,军用腿甲
armorMilitaryLegsBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorMilitaryBootsBlueprint,军靴
armorMilitaryBootsBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
meleeToolRepairT1ClawHammerBlueprint,羊角锤
meleeToolRepairT1ClawHammerBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
meleeToolAxeT1IronFireaxeBlueprint,铁斧
meleeToolAxeT1IronFireaxeBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
meleeToolPickT1IronPickaxeBlueprint,铁镐
meleeToolPickT1IronPickaxeBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
meleeToolShovelT1IronShovelBlueprint,铁铲
meleeToolShovelT1IronShovelBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
meleeToolAxeT2SteelAxeBlueprint,钢斧
meleeToolAxeT2SteelAxeBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
meleeToolPickT2SteelPickaxeBlueprint,钢镐
meleeToolPickT2SteelPickaxeBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
meleeToolShovelT2SteelShovelBlueprint,钢铲
meleeToolShovelT2SteelShovelBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
meleeWpnBladeT3MacheteSchematic,废砍刀
meleeWpnBladeT3MacheteSchematicDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
meleeWpnClubT3SteelClubBlueprint,钢棍
meleeWpnClubT3SteelClubBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
meleeWpnSpearT3SteelSpearBlueprint,钢矛
meleeWpnSpearT3SteelSpearBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
drugSteroidsBlueprint,类固醇
drugSteroidsBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
drugFortBitesBlueprint,强健宝
drugFortBitesBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
drugRecogBlueprint,雷克格
drugRecogBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ceilingLight01_playerBlueprint,基础灯泡
ceilingLight01_playerBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
industrialLight01_playerBlueprint,工业灯
industrialLight01_playerBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
industrialLight02_playerBlueprint,工业灯泡
industrialLight02_playerBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ceilingLight07_playerBlueprint,荧光灯
ceilingLight07_playerBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
electricwirerelayBlueprint,电线继电器
electricwirerelayBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
pressureplateLongBlueprint,触发器1x5
pressureplateLongBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
tripwirepostBlueprint,引爆线桩
tripwirepostBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
garageDoorMetal_v1PoweredBlueprint,电动车库门3x2
garageDoorMetal_v1PoweredBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
vaultDoor03_PoweredBlueprint,电动T3避难所门
vaultDoor03_PoweredBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
vaultHatch_v3_PoweredBlueprint,电动T3避难所闸门
vaultHatch_v3_PoweredBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
garageDoorIndustrial_PoweredBlueprint,电动车库门5x3
garageDoorIndustrial_PoweredBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
metalReinforcedWoodDrawBridgePoweredBlueprint,电动加固吊桥
metalReinforcedWoodDrawBridgePoweredBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
vehicleWheelsBlueprint,车轮
vehicleWheelsBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
carBatteryBlueprint,汽车铅蓄电池
carBatteryBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
armorMiningHelmetBlueprint,采矿头盔
armorMiningHelmetBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmAmmo10mmRoundHPBlueprint,10mm子弹（空心）
ulmAmmo10mmRoundHPBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmAmmo10mmRoundAPBlueprint,10mm子弹（穿甲）
ulmAmmo10mmRoundAPBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmAmmo38CalRoundHPBlueprint,.38子弹（空心）
ulmAmmo38CalRoundHPBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmAmmo38CalRoundAPBlueprint,.38子弹（穿甲）
ulmAmmo38CalRoundAPBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmAmmo556mmRoundHPBlueprint,5.56mm子弹（空心）
ulmAmmo556mmRoundHPBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmAmmo556mmRoundAPBlueprint,5.56mm子弹（穿甲）
ulmAmmo556mmRoundAPBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmAmmo792mmRoundHPBlueprint,7.92mm子弹（空心）
ulmAmmo792mmRoundHPBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmAmmo792mmRoundAPBlueprint,7.92mm子弹（穿甲）
ulmAmmo792mmRoundAPBlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmStationArtisan_1Blueprint,工匠桌
ulmStationArtisan_1BlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmStationArtisan_2Blueprint,工匠桌（2级）
ulmStationArtisan_2BlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmStationBallistics_1Blueprint,枪弹桌
ulmStationBallistics_1BlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmStationBallistics_2Blueprint,枪弹桌（2级）
ulmStationBallistics_2BlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmStationCarpenter_2Blueprint,木匠台（2级）
ulmStationCarpenter_2BlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmStationCarpenter_3Blueprint,木匠台（3级）
ulmStationCarpenter_3BlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmStationForge_1Blueprint,铁匠锻造炉
ulmStationForge_1BlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmStationForge_2Blueprint,铁匠锻造炉（2级）
ulmStationForge_2BlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmStationFurnace_2Blueprint,熔炉（2级）
ulmStationFurnace_2BlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmStationMaintenance_1Blueprint,维修站
ulmStationMaintenance_1BlueprintDesc,让你学习新的制作配方。如果已学会，则在使用时给予经验。
ulmStationMaintenance_2Blueprint,维修站（2级）
